ts_client,phase,type,thread_id,query_name,latency_ms,freshness_ms,extra
1768291146823,htap,OLTP_BATCH,1,BATCH,76,,statements=1002
1768291146832,htap,OLTP_BATCH,5,BATCH,67,,statements=1002
1768291146837,htap,OLTP_BATCH,9,BATCH,64,,statements=1002
1768291146845,htap,OLTP_BATCH,4,BATCH,66,,statements=1002
1768291146855,htap,OLTP_BATCH,6,BATCH,61,,statements=1002
1768291146875,htap,OLTP_BATCH,8,BATCH,65,,statements=1002
1768291146893,htap,OLTP_BATCH,3,BATCH,77,,statements=1002
1768291146893,htap,OLTP_BATCH,1,BATCH,68,,statements=1002
1768291146893,htap,OLTP_BATCH,5,BATCH,60,,statements=1002
1768291146894,htap,OLTP_BATCH,7,BATCH,78,,statements=1002
1768291146894,htap,OLTP_BATCH,0,BATCH,73,,statements=1002
1768291146894,htap,OLTP_BATCH,2,BATCH,73,,statements=1002
1768291146894,htap,OLTP_BATCH,9,BATCH,55,,statements=1002
1768291146904,htap,OLTP_BATCH,4,BATCH,57,,statements=1002
1768291146914,htap,OLTP_BATCH,6,BATCH,57,,statements=1002
1768291146937,htap,OLTP_BATCH,8,BATCH,60,,statements=1002
1768291146953,htap,OLTP_BATCH,9,BATCH,56,,statements=1002
1768291146953,htap,OLTP_BATCH,0,BATCH,57,,statements=1002
1768291146955,htap,OLTP_BATCH,1,BATCH,59,,statements=1002
1768291146956,htap,OLTP_BATCH,3,BATCH,61,,statements=1002
1768291146957,htap,OLTP_BATCH,5,BATCH,61,,statements=1002
1768291146958,htap,OLTP_BATCH,7,BATCH,62,,statements=1002
